0.054683	0.1999	0.28596	0.014815	0.19818	0.083219	0.073378	0.24464	0.061487	0.035914	0.15217	0.065058	0.12492	0.061715	0.29782	0.071698	0.18229	0.055506	0.15055	0.27627	0.1587	0.29538	0.22045	0.18401	0.17416	0.14285	0.27274	0.21562	0.061887	0.33507
0.14224	0.14831	0.22256	0.19647	0.21123	0.064731	0.11157	0.10082	0.24518	0.28403	0.08218	0.28412	0.17538	0.054446	0.13494	0.036162	0.20386	0.22088	0.13972	0.19895	0.20912	0.061971	0.040896	0.14	0.29107	0.25652	0.011337	0.27628	0.26004	0.061837
0.30777	0.079781	0.19647	0.16259	0.15509	0.077291	0.019983	0.052794	0.20839	0.2213	0.26894	0.08457	0.0070424	0.17493	0.062364	0.28843	0.086222	0.071762	0.1624	0.080255	0.0050614	0.30605	0.2817	0.30064	0.26469	0.1194	0.028083	0.22966	0.21393	0.13639
0.045571	0.097728	0.21649	0.16037	0.23379	0.20622	0.021585	0.31654	0.057647	0.14653	0.17844	0.20882	0.25847	0.24706	0.094376	0.057356	0.26792	0.20826	0.19346	0.15194	0.19462	0.12038	0.27569	0.15283	0.14671	0.095985	0.17652	0.18328	0.045886	0.22951
0.072797	0.1017	0.25419	0.069347	0.15351	0.075563	0.050458	0.29607	0.1195	0.17485	0.024373	0.029851	0.1155	0.11445	0.12301	0.23795	0.15289	0.30274	0.31806	0.19999	0.12298	0.19719	0.09122	0.13395	0.30915	0.31481	0.026964	0.34381	0.0055729	0.028841
0.28826	0.14258	0.080082	0.31978	0.32813	0.29548	0.13311	0.37	0.12431	0.21571	0.084657	0.2245	0.12111	0.26957	0.027444	0.034811	0.070642	0.073636	0.059834	0.10415	0.06987	0.013499	0.027134	0.0085836	0.23451	0.10361	0.1796	0.067194	0.31015	0.0073922
0.16497	0.29499	0.2405	0.2506	0.11747	0.30958	0.1141	0.28079	0.2362	0.13576	0.16529	0.10795	0.036822	0.25288	0.15279	0.046166	0.15636	0.29151	0.14129	0.21135	0.14804	0.037257	0.11221	0.095733	0.0016261	0.053542	0.28112	0.23628	0.022467	0.047965
0.27246	0.25545	0.094147	0.13432	0.20815	0.12424	0.15541	0.27556	0.14442	0.23706	0.21334	0.045874	0.22955	0.0039678	0.20979	0.1428	0.097839	0.21888	0.20486	0.12833	0.23824	0.23663	0.23667	0.14529	0.047475	0.16935	0.26362	0.083985	0.10271	0.095632
0.26803	0.25745	0.10277	0.31967	0.031445	0.025184	0.35694	0.23043	0.28392	0.053597	0.1157	0.00024174	0.20624	0.33994	0.16417	0.12875	0.18914	0.032913	0.28156	0.14318	0.054501	0.14195	0.10046	0.11032	0.0042515	0.08806	0.17027	0.05192	0.13854	0.16685
0.18455	0.19315	0.11643	0.075298	0.052238	0.19633	0.11512	0.22898	0.27723	0.28406	0.23923	0.098982	0.18239	0.1933	0.16871	0.049886	0.11975	0.30298	0.086437	0.065321	0.18436	0.13403	0.29577	0.24836	0.24	0.10853	0.0050599	0.11335	0.26257	0.078185
